ID Produto,Data atualização,Quantidade
29,1-mai.-2020,412
30,1-mai.-2020,558
31,1-mai.-2020,511
32,1-mai.-2020,570
33,1-mai.-2020,588
34,1-mai.-2020,501
35,1-mai.-2020,557
36,1-mai.-2020,530
37,1-mai.-2020,553
38,1-mai.-2020,553
39,1-mai.-2020,440
40,1-mai.-2020,554
41,1-mai.-2020,478
42,1-mai.-2020,407
43,1-mai.-2020,540
44,1-mai.-2020,416
45,1-mai.-2020,598
46,1-mai.-2020,439
47,1-mai.-2020,467
48,1-mai.-2020,557
49,1-mai.-2020,546
50,1-mai.-2020,598
51,1-mai.-2020,520
52,1-mai.-2020,512
53,1-mai.-2020,431
54,1-mai.-2020,587
55,1-mai.-2020,495
56,1-mai.-2020,500
57,1-mai.-2020,503
58,1-mai.-2020,484
59,1-mai.-2020,491
60,1-mai.-2020,592
61,1-mai.-2020,460
62,1-mai.-2020,490
63,1-mai.-2020,577
64,1-mai.-2020,534
65,1-mai.-2020,575
66,1-mai.-2020,440
1,1-jun.-2020,547
2,1-jun.-2020,565
3,1-jun.-2020,481
4,1-jun.-2020,472
5,1-jun.-2020,498
6,1-jun.-2020,454
7,1-jun.-2020,491
8,1-jun.-2020,462
9,1-jun.-2020,499
10,1-jun.-2020,421
11,1-jun.-2020,410
12,1-jun.-2020,437
13,1-jun.-2020,433
14,1-jun.-2020,433
15,1-jun.-2020,461
16,1-jun.-2020,505
17,1-jun.-2020,429
18,1-jun.-2020,410
19,1-jun.-2020,564
20,1-jun.-2020,404
21,1-jun.-2020,528
22,1-jun.-2020,547
23,1-jun.-2020,534
24,1-jun.-2020,448
25,1-jun.-2020,588
26,1-jun.-2020,505
27,1-jun.-2020,570
28,1-jun.-2020,421
29,1-jun.-2020,438
30,1-jun.-2020,585
31,1-jun.-2020,428
32,1-jun.-2020,557
33,1-jun.-2020,582
34,1-jun.-2020,518
35,1-jun.-2020,447
36,1-jun.-2020,425
37,1-jun.-2020,422
38,1-jun.-2020,429
39,1-jun.-2020,575
40,1-jun.-2020,469
41,1-jun.-2020,586
42,1-jun.-2020,467
43,1-jun.-2020,599
44,1-jun.-2020,569
45,1-jun.-2020,582
46,1-jun.-2020,456
47,1-jun.-2020,549
48,1-jun.-2020,492
49,1-jun.-2020,423
50,1-jun.-2020,443
51,1-jun.-2020,600
52,1-jun.-2020,462
53,1-jun.-2020,418
54,1-jun.-2020,545
55,1-jun.-2020,591
56,1-jun.-2020,577
57,1-jun.-2020,588
58,1-jun.-2020,413
59,1-jun.-2020,465
60,1-jun.-2020,424
61,1-jun.-2020,507
62,1-jun.-2020,446
63,1-jun.-2020,551
64,1-jun.-2020,523
65,1-jun.-2020,457
66,1-jun.-2020,562
1,1-jul.-2020,510
2,1-jul.-2020,462
3,1-jul.-2020,523
4,1-jul.-2020,598
5,1-jul.-2020,489
6,1-jul.-2020,505
7,1-jul.-2020,569
8,1-jul.-2020,599
9,1-jul.-2020,411
10,1-jul.-2020,499
11,1-jul.-2020,451
12,1-jul.-2020,538
13,1-jul.-2020,490
14,1-jul.-2020,467
15,1-jul.-2020,550
16,1-jul.-2020,481
17,1-jul.-2020,403
18,1-jul.-2020,423
19,1-jul.-2020,426
20,1-jul.-2020,433
21,1-jul.-2020,412
22,1-jul.-2020,520
23,1-jul.-2020,400
24,1-jul.-2020,457
25,1-jul.-2020,407
26,1-jul.-2020,428
27,1-jul.-2020,562
28,1-jul.-2020,540
29,1-jul.-2020,537
30,1-jul.-2020,542
31,1-jul.-2020,479
32,1-jul.-2020,477
33,1-jul.-2020,459
34,1-jul.-2020,545
35,1-jul.-2020,554
36,1-jul.-2020,556
37,1-jul.-2020,569
38,1-jul.-2020,565
39,1-jul.-2020,515
40,1-jul.-2020,550
41,1-jul.-2020,542
42,1-jul.-2020,586
43,1-jul.-2020,507
44,1-jul.-2020,490
45,1-jul.-2020,477
46,1-jul.-2020,488
47,1-jul.-2020,477
48,1-jul.-2020,571
49,1-jul.-2020,477
50,1-jul.-2020,442
51,1-jul.-2020,468
52,1-jul.-2020,526
53,1-jul.-2020,448
54,1-jul.-2020,481
55,1-jul.-2020,548
56,1-jul.-2020,600
57,1-jul.-2020,570
58,1-jul.-2020,475
59,1-jul.-2020,523
60,1-jul.-2020,460
61,1-jul.-2020,574
62,1-jul.-2020,453
63,1-jul.-2020,487
64,1-jul.-2020,563
65,1-jul.-2020,548
66,1-jul.-2020,597
1,1-ago.-2020,545
2,1-ago.-2020,574
3,1-ago.-2020,452
4,1-ago.-2020,425
5,1-ago.-2020,435
6,1-ago.-2020,599
7,1-ago.-2020,550
8,1-ago.-2020,534
9,1-ago.-2020,445
10,1-ago.-2020,421
11,1-ago.-2020,596
12,1-ago.-2020,554
13,1-ago.-2020,485
14,1-ago.-2020,565
15,1-ago.-2020,419
16,1-ago.-2020,484
17,1-ago.-2020,508
18,1-ago.-2020,436
19,1-ago.-2020,473
20,1-ago.-2020,592
21,1-ago.-2020,487
22,1-ago.-2020,412
23,1-ago.-2020,532
24,1-ago.-2020,481
25,1-ago.-2020,531
26,1-ago.-2020,519
27,1-ago.-2020,560
28,1-ago.-2020,596
29,1-ago.-2020,589
30,1-ago.-2020,574
31,1-ago.-2020,415
32,1-ago.-2020,573
33,1-ago.-2020,487
34,1-ago.-2020,443
35,1-ago.-2020,523
36,1-ago.-2020,411
37,1-ago.-2020,531
38,1-ago.-2020,530
39,1-ago.-2020,497
40,1-ago.-2020,424
41,1-ago.-2020,572
42,1-ago.-2020,484
43,1-ago.-2020,456
44,1-ago.-2020,592
45,1-ago.-2020,560
46,1-ago.-2020,459
47,1-ago.-2020,409
48,1-ago.-2020,427
49,1-ago.-2020,403
50,1-ago.-2020,464
51,1-ago.-2020,426
52,1-ago.-2020,446
53,1-ago.-2020,549
54,1-ago.-2020,534
55,1-ago.-2020,532
56,1-ago.-2020,401
57,1-ago.-2020,585
58,1-ago.-2020,432
59,1-ago.-2020,405
60,1-ago.-2020,498
61,1-ago.-2020,409
62,1-ago.-2020,497
63,1-ago.-2020,598
64,1-ago.-2020,476
65,1-ago.-2020,445
66,1-ago.-2020,468
1,1-set.-2020,457
2,1-set.-2020,489
3,1-set.-2020,400
4,1-set.-2020,526
5,1-set.-2020,450
6,1-set.-2020,481
7,1-set.-2020,408
8,1-set.-2020,580
9,1-set.-2020,516
10,1-set.-2020,597
11,1-set.-2020,561
12,1-set.-2020,452
13,1-set.-2020,515
14,1-set.-2020,535
15,1-set.-2020,493
16,1-set.-2020,573
17,1-set.-2020,564
18,1-set.-2020,539
19,1-set.-2020,509
20,1-set.-2020,483
21,1-set.-2020,584
22,1-set.-2020,504
23,1-set.-2020,445
24,1-set.-2020,547
25,1-set.-2020,415
26,1-set.-2020,547
27,1-set.-2020,450
28,1-set.-2020,576
29,1-set.-2020,551
30,1-set.-2020,516
31,1-set.-2020,472
32,1-set.-2020,456
33,1-set.-2020,418
34,1-set.-2020,576
35,1-set.-2020,503
36,1-set.-2020,437
37,1-set.-2020,461
38,1-set.-2020,463
39,1-set.-2020,568
40,1-set.-2020,461
41,1-set.-2020,406
42,1-set.-2020,463
43,1-set.-2020,417
44,1-set.-2020,592
45,1-set.-2020,440
46,1-set.-2020,525
47,1-set.-2020,407
48,1-set.-2020,446
49,1-set.-2020,577
50,1-set.-2020,598
51,1-set.-2020,531
52,1-set.-2020,528
53,1-set.-2020,531
54,1-set.-2020,468
55,1-set.-2020,441
56,1-set.-2020,568
57,1-set.-2020,421
58,1-set.-2020,582
59,1-set.-2020,436
60,1-set.-2020,518
61,1-set.-2020,515
62,1-set.-2020,508
63,1-set.-2020,594
64,1-set.-2020,600
65,1-set.-2020,549
66,1-set.-2020,467
1,1-out.-2020,438
2,1-out.-2020,475
3,1-out.-2020,405
4,1-out.-2020,531
5,1-out.-2020,434
6,1-out.-2020,579
7,1-out.-2020,458
8,1-out.-2020,557
9,1-out.-2020,489
10,1-out.-2020,513
11,1-out.-2020,470
12,1-out.-2020,440
13,1-out.-2020,512
14,1-out.-2020,463
15,1-out.-2020,565
16,1-out.-2020,451
17,1-out.-2020,571
18,1-out.-2020,479
19,1-out.-2020,518
20,1-out.-2020,440
21,1-out.-2020,440
22,1-out.-2020,490
23,1-out.-2020,450
24,1-out.-2020,538
25,1-out.-2020,515
26,1-out.-2020,596
27,1-out.-2020,410
28,1-out.-2020,512
29,1-out.-2020,571
30,1-out.-2020,478
31,1-out.-2020,554
32,1-out.-2020,586
33,1-out.-2020,461
34,1-out.-2020,593
35,1-out.-2020,585
36,1-out.-2020,470
37,1-out.-2020,491
38,1-out.-2020,422
39,1-out.-2020,467
40,1-out.-2020,537
41,1-out.-2020,517
42,1-out.-2020,568
43,1-out.-2020,409
44,1-out.-2020,470
45,1-out.-2020,456
46,1-out.-2020,420
47,1-out.-2020,421
48,1-out.-2020,446
49,1-out.-2020,492
50,1-out.-2020,428
51,1-out.-2020,514
52,1-out.-2020,467
53,1-out.-2020,403
54,1-out.-2020,433
55,1-out.-2020,571
56,1-out.-2020,424
57,1-out.-2020,412
58,1-out.-2020,421
59,1-out.-2020,569
60,1-out.-2020,408
61,1-out.-2020,556
62,1-out.-2020,496
63,1-out.-2020,412
64,1-out.-2020,591
65,1-out.-2020,514
66,1-out.-2020,567
1,1-nov.-2020,447
2,1-nov.-2020,483
3,1-nov.-2020,569
4,1-nov.-2020,410
5,1-nov.-2020,471
6,1-nov.-2020,452
7,1-nov.-2020,573
8,1-nov.-2020,499
9,1-nov.-2020,426
10,1-nov.-2020,483
11,1-nov.-2020,498
12,1-nov.-2020,562
13,1-nov.-2020,521
14,1-nov.-2020,477
15,1-nov.-2020,513
16,1-nov.-2020,479
17,1-nov.-2020,583
18,1-nov.-2020,489
19,1-nov.-2020,450
20,1-nov.-2020,440
21,1-nov.-2020,567
22,1-nov.-2020,527
23,1-nov.-2020,463
24,1-nov.-2020,566
25,1-nov.-2020,472
26,1-nov.-2020,526
27,1-nov.-2020,493
28,1-nov.-2020,482
29,1-nov.-2020,568
30,1-nov.-2020,555
31,1-nov.-2020,591
32,1-nov.-2020,460
33,1-nov.-2020,470
34,1-nov.-2020,434
35,1-nov.-2020,423
36,1-nov.-2020,541
37,1-nov.-2020,486
38,1-nov.-2020,444
39,1-nov.-2020,533
40,1-nov.-2020,509
41,1-nov.-2020,437
42,1-nov.-2020,467
43,1-nov.-2020,556
44,1-nov.-2020,495
45,1-nov.-2020,453
46,1-nov.-2020,442
47,1-nov.-2020,556
48,1-nov.-2020,529
49,1-nov.-2020,525
50,1-nov.-2020,544
51,1-nov.-2020,486
52,1-nov.-2020,467
53,1-nov.-2020,415
54,1-nov.-2020,529
55,1-nov.-2020,524
56,1-nov.-2020,515
57,1-nov.-2020,576
58,1-nov.-2020,590
59,1-nov.-2020,539
60,1-nov.-2020,459
61,1-nov.-2020,571
62,1-nov.-2020,580
63,1-nov.-2020,500
64,1-nov.-2020,433
65,1-nov.-2020,484
66,1-nov.-2020,525
1,1-dez.-2020,442
2,1-dez.-2020,590
3,1-dez.-2020,591
4,1-dez.-2020,434
5,1-dez.-2020,553
6,1-dez.-2020,486
7,1-dez.-2020,458
8,1-dez.-2020,465
9,1-dez.-2020,533
10,1-dez.-2020,508
11,1-dez.-2020,418
12,1-dez.-2020,404
13,1-dez.-2020,505
14,1-dez.-2020,591
15,1-dez.-2020,449
16,1-dez.-2020,456
17,1-dez.-2020,410
18,1-dez.-2020,426
19,1-dez.-2020,433
20,1-dez.-2020,481
21,1-dez.-2020,583
22,1-dez.-2020,460
23,1-dez.-2020,544
24,1-dez.-2020,455
25,1-dez.-2020,559
26,1-dez.-2020,559
27,1-dez.-2020,600
28,1-dez.-2020,442
29,1-dez.-2020,543
30,1-dez.-2020,446
31,1-dez.-2020,461
32,1-dez.-2020,559
33,1-dez.-2020,426
34,1-dez.-2020,453
35,1-dez.-2020,514
36,1-dez.-2020,526
37,1-dez.-2020,505
38,1-dez.-2020,535
39,1-dez.-2020,526
40,1-dez.-2020,529
41,1-dez.-2020,549
42,1-dez.-2020,584
43,1-dez.-2020,521
44,1-dez.-2020,537
45,1-dez.-2020,534
46,1-dez.-2020,402
47,1-dez.-2020,440
48,1-dez.-2020,450
49,1-dez.-2020,558
50,1-dez.-2020,553
51,1-dez.-2020,585
52,1-dez.-2020,477
53,1-dez.-2020,556
54,1-dez.-2020,516
55,1-dez.-2020,487
56,1-dez.-2020,596
57,1-dez.-2020,490
58,1-dez.-2020,446
59,1-dez.-2020,536
60,1-dez.-2020,557
61,1-dez.-2020,535
62,1-dez.-2020,598
63,1-dez.-2020,518
64,1-dez.-2020,513
65,1-dez.-2020,584
66,1-dez.-2020,459
1,1-jan.-2021,534
2,1-jan.-2021,633
3,1-jan.-2021,555
4,1-jan.-2021,638
5,1-jan.-2021,517
6,1-jan.-2021,560
7,1-jan.-2021,535
8,1-jan.-2021,528
9,1-jan.-2021,605
10,1-jan.-2021,588
11,1-jan.-2021,520
12,1-jan.-2021,621
13,1-jan.-2021,526
14,1-jan.-2021,551
15,1-jan.-2021,537
16,1-jan.-2021,576
17,1-jan.-2021,503
18,1-jan.-2021,593
19,1-jan.-2021,508
20,1-jan.-2021,631
21,1-jan.-2021,603
22,1-jan.-2021,597
23,1-jan.-2021,585
24,1-jan.-2021,514
25,1-jan.-2021,548
26,1-jan.-2021,647
27,1-jan.-2021,597
28,1-jan.-2021,604
29,1-jan.-2021,602
30,1-jan.-2021,567
31,1-jan.-2021,500
32,1-jan.-2021,579
33,1-jan.-2021,614
34,1-jan.-2021,563
35,1-jan.-2021,598
36,1-jan.-2021,501
37,1-jan.-2021,544
38,1-jan.-2021,589
39,1-jan.-2021,529
40,1-jan.-2021,519
41,1-jan.-2021,621
42,1-jan.-2021,649
43,1-jan.-2021,599
44,1-jan.-2021,542
45,1-jan.-2021,545
46,1-jan.-2021,504
47,1-jan.-2021,500
48,1-jan.-2021,518
49,1-jan.-2021,634
50,1-jan.-2021,583
51,1-jan.-2021,556
52,1-jan.-2021,550
53,1-jan.-2021,584
54,1-jan.-2021,524
55,1-jan.-2021,591
56,1-jan.-2021,540
57,1-jan.-2021,648
58,1-jan.-2021,511
59,1-jan.-2021,617
60,1-jan.-2021,572
61,1-jan.-2021,556
62,1-jan.-2021,561
63,1-jan.-2021,618
64,1-jan.-2021,514
65,1-jan.-2021,503
66,1-jan.-2021,640
1,1-fev.-2021,642
2,1-fev.-2021,621
3,1-fev.-2021,614
4,1-fev.-2021,545
5,1-fev.-2021,578
6,1-fev.-2021,584
7,1-fev.-2021,507
8,1-fev.-2021,535
9,1-fev.-2021,587
10,1-fev.-2021,643
11,1-fev.-2021,593
12,1-fev.-2021,615
13,1-fev.-2021,566
14,1-fev.-2021,602
15,1-fev.-2021,537
16,1-fev.-2021,513
17,1-fev.-2021,642
18,1-fev.-2021,544
19,1-fev.-2021,509
20,1-fev.-2021,600
21,1-fev.-2021,648
22,1-fev.-2021,523
23,1-fev.-2021,590
24,1-fev.-2021,599
25,1-fev.-2021,616
26,1-fev.-2021,633
27,1-fev.-2021,604
28,1-fev.-2021,628
29,1-fev.-2021,505
30,1-fev.-2021,573
31,1-fev.-2021,551
32,1-fev.-2021,626
33,1-fev.-2021,595
34,1-fev.-2021,620
35,1-fev.-2021,555
36,1-fev.-2021,519
37,1-fev.-2021,503
38,1-fev.-2021,623
39,1-fev.-2021,592
40,1-fev.-2021,513
41,1-fev.-2021,545
42,1-fev.-2021,522
43,1-fev.-2021,532
44,1-fev.-2021,558
45,1-fev.-2021,523
46,1-fev.-2021,628
47,1-fev.-2021,600
48,1-fev.-2021,526
49,1-fev.-2021,579
50,1-fev.-2021,546
51,1-fev.-2021,603
52,1-fev.-2021,525
53,1-fev.-2021,571
54,1-fev.-2021,501
55,1-fev.-2021,601
56,1-fev.-2021,522
57,1-fev.-2021,569
58,1-fev.-2021,610
59,1-fev.-2021,570
60,1-fev.-2021,598
61,1-fev.-2021,637
62,1-fev.-2021,574
63,1-fev.-2021,547
64,1-fev.-2021,523
65,1-fev.-2021,615
66,1-fev.-2021,584
1,1-mar.-2021,603
2,1-mar.-2021,595
3,1-mar.-2021,535
4,1-mar.-2021,594
5,1-mar.-2021,528
6,1-mar.-2021,543
7,1-mar.-2021,526
8,1-mar.-2021,610
9,1-mar.-2021,597
10,1-mar.-2021,593
11,1-mar.-2021,628
12,1-mar.-2021,614
13,1-mar.-2021,635
14,1-mar.-2021,587
15,1-mar.-2021,543
16,1-mar.-2021,596
17,1-mar.-2021,620
18,1-mar.-2021,619
19,1-mar.-2021,570
20,1-mar.-2021,597
21,1-mar.-2021,551
22,1-mar.-2021,620
23,1-mar.-2021,531
24,1-mar.-2021,512
25,1-mar.-2021,516
26,1-mar.-2021,560
27,1-mar.-2021,512
28,1-mar.-2021,526
29,1-mar.-2021,647
30,1-mar.-2021,569
31,1-mar.-2021,555
32,1-mar.-2021,526
33,1-mar.-2021,505
34,1-mar.-2021,573
35,1-mar.-2021,527
36,1-mar.-2021,527
37,1-mar.-2021,555
38,1-mar.-2021,533
39,1-mar.-2021,571
40,1-mar.-2021,576
41,1-mar.-2021,502
42,1-mar.-2021,549
43,1-mar.-2021,647
44,1-mar.-2021,532
45,1-mar.-2021,634
46,1-mar.-2021,604
47,1-mar.-2021,550
48,1-mar.-2021,650
49,1-mar.-2021,609
50,1-mar.-2021,522
51,1-mar.-2021,584
52,1-mar.-2021,568
53,1-mar.-2021,522
54,1-mar.-2021,589
55,1-mar.-2021,612
56,1-mar.-2021,512
57,1-mar.-2021,638
58,1-mar.-2021,646
59,1-mar.-2021,629
60,1-mar.-2021,515
61,1-mar.-2021,620
62,1-mar.-2021,597
63,1-mar.-2021,520
64,1-mar.-2021,545
65,1-mar.-2021,621
66,1-mar.-2021,609
